date,open,high,low,close,volume,changed,changep,adjclose,tradeval,tradevol
2014-12-31,112.82,113.13,110.21,110.38,41403351,-1.98,-1.90%,102.1099,4611921462.27,199313
2014-12-30,113.64,113.92,112.11,112.52,29881477,-1.286,-1.22%,104.0895,3372767041.56,154553
2014-12-29,113.79,114.77,113.70,113.91,27598920,-0.074,-0.07%,105.3754,3152797842.42,145131
2014-12-26,112.10,114.52,112.01,113.99,33720951,1.832,1.77%,105.4494,3829789972.57,157686
2014-12-24,112.58,112.71,112.01,112.01,14479611,-0.49,-0.47%,103.6177,1624261918.65,61254
2014-12-23,113.23,113.33,112.46,112.54,26028419,-0.37,-0.35%,104.108,2935334208.08,140273
2014-12-22,112.16,113.49,111.97,112.94,45167549,1.073,1.04%,104.4781,5095633003.03,206318
2014-12-19,112.26,113.24,111.66,111.78,88429770,-0.805,-0.77%,103.405,9914845649.61,282491
2014-12-18,111.87,112.65,110.66,112.65,59006218,2.997,2.96%,104.2098,6590587525.71,318206
2014-12-17,107.12,109.84,106.82,109.41,53411773,2.465,2.50%,101.2125,5778683227.47,303956
2014-12-16,106.37,110.16,106.26,106.745,60790733,-1.369,-1.37%,98.7472,6561355486.02,317970
2014-12-15,110.70,111.60,106.35,108.225,67218082,-1.392,-1.37%,100.1163,7330673418.19,373306
2014-12-12,110.46,111.87,109.58,109.73,56028138,-1.748,-1.69%,101.5086,6188754554.44,282049
2014-12-11,112.26,113.80,111.34,111.62,41471578,-0.305,-0.29%,103.257,4675718245.56,242563
2014-12-10,114.41,114.85,111.54,111.95,44565318,-2.007,-1.90%,103.5622,5031833155.30,257756
2014-12-09,110.19,114.30,109.35,114.12,60208036,1.591,1.53%,105.5696,6746371605.16,308587
2014-12-08,114.10,114.648,111.62,112.40,57664850,-2.405,-2.26%,103.9785,6510693195.55,302826
2014-12-05,115.99,116.08,114.64,115.00,38318895,-0.453,-0.42%,106.3837,4423355170.89,192507
2014-12-04,115.77,117.20,115.29,115.49,42155776,-0.407,-0.38%,106.837,4894324840.63,186067
2014-12-03,115.75,116.35,115.11,115.93,43063440,1.203,1.13%,107.244,4985261696.84,200519
2014-12-02,113.50,115.75,112.75,114.63,59348940,-0.407,-0.38%,106.0414,6799202702.54,287692
2014-12-01,118.81,119.25,111.27,115.07,83814037,-3.571,-3.25%,106.4485,9686649253.00,454415
2014-11-28,119.27,119.40,118.05,118.93,24814402,-0.065,-0.06%,110.0193,2947309604.57,111899
2014-11-26,117.94,119.10,117.83,119.00,40831886,1.295,1.19%,110.084,4845693324.64,185020
2014-11-25,119.07,119.75,117.45,117.60,68840440,-0.948,-0.86%,108.7889,8162725709.29,297837
2014-11-24,116.85,118.77,116.62,118.625,47450824,1.994,1.85%,109.7371,5594724137.72,213259
2014-11-21,117.51,117.57,116.03,116.47,57179298,0.148,0.14%,107.7436,6665877992.66,227997
2014-11-20,114.91,116.86,114.85,116.31,43395537,1.517,1.43%,107.5956,5043540966.86,198561
2014-11-19,115.44,115.74,113.80,114.67,41869160,-0.74,-0.69%,106.0784,4801664463.57,209799
2014-11-18,113.94,115.69,113.89,115.47,44223978,1.369,1.30%,106.8185,5086322165.98,204528
2014-11-17,114.27,117.28,113.30,113.99,46746712,-0.176,-0.17%,105.4494,5339839000.18,223782
2014-11-14,113.15,114.19,113.05,114.18,44063595,1.258,1.21%,105.6251,5013280750.08,205903
2014-11-13,111.80,113.45,111.60,112.82,59522855,1.452,1.41%,104.367,6712126886.42,271169
2014-11-12,109.38,111.43,109.37,111.25,46942431,1.434,1.41%,102.9147,5198910895.29,212164
2014-11-11,108.70,109.75,108.40,109.70,27442252,0.805,0.80%,101.4808,2992235403.16,136880
2014-11-10,109.02,109.33,108.67,108.83,27195547,-0.167,-0.17%,100.676,2964644423.40,145037
2014-11-07,108.75,109.32,108.55,109.01,33691535,0.287,0.29%,100.8425,3670209298.41,146604
2014-11-06,108.60,108.79,107.80,108.70,34968457,0.287,0.29%,100.5557,3790510976.73,160207
2014-11-05,109.10,109.30,108.125,108.86,37435905,0.239,0.24%,100.269,4073414487.16,162196
2014-11-04,109.36,109.49,107.72,108.60,41574365,-0.737,-0.73%,100.0295,4518380646.90,204663
2014-11-03,108.22,110.30,108.01,109.40,52282550,1.29,1.30%,100.7664,5715777806.05,228436
2014-10-31,108.01,108.04,107.21,108.00,44639285,0.94,0.95%,99.4769,4808426155.68,203853
2014-10-30,106.959,107.35,105.90,106.98,40654793,-0.332,-0.34%,98.5374,4340866370.93,183331
2014-10-29,106.65,107.37,106.36,107.34,52687879,0.553,0.56%,98.869,5640094715.49,215828
2014-10-28,105.40,106.74,105.35,106.74,48060949,1.501,1.55%,98.3163,5110937521.39,197972
2014-10-27,104.85,105.48,104.70,105.11,34187701,-0.101,-0.10%,96.8149,3594799016.93,177703
2014-10-24,105.18,105.49,104.53,105.22,47053916,0.359,0.37%,96.9163,4940400548.36,198640
2014-10-23,104.08,105.051,103.63,104.83,71074674,1.695,1.79%,96.557,7442146028.25,324507
2014-10-22,102.84,104.11,102.60,102.99,68263146,0.479,0.51%,94.8623,7055644912.04,312774
2014-10-21,103.02,103.02,101.27,102.47,94623904,2.496,2.72%,94.3833,9668307722.67,425390
2014-10-20,98.315,99.96,98.22,99.76,77517279,1.925,2.14%,91.8872,7701597475.67,353702
2014-10-17,97.50,99.00,96.81,97.67,68179688,1.299,1.46%,89.9621,6674703639.76,317064
2014-10-16,95.55,97.72,95.41,96.26,72154523,-1.179,-1.31%,88.6634,6961484758.12,389431
2014-10-15,97.97,99.15,95.18,97.54,100933600,-1.115,-1.23%,89.8424,9821981949.29,554800
2014-10-14,100.39,100.52,98.57,98.75,63688562,-0.976,-1.06%,90.9569,6338086981.93,319988
2014-10-13,101.33,101.78,99.81,99.81,53583368,-0.847,-0.91%,91.9332,5401077948.57,279960
2014-10-10,100.69,102.03,100.30,100.73,66331592,-0.267,-0.29%,92.7806,6721441972.07,331623
2014-10-09,101.54,102.38,100.61,101.02,77376525,0.203,0.22%,93.0477,7851474528.92,380582
2014-10-08,98.76,101.11,98.31,100.80,57404674,1.888,2.08%,92.8451,5732234938.30,273855
2014-10-07,99.43,100.12,98.73,98.75,42094183,-0.801,-0.87%,90.9569,4187528272.49,204991
2014-10-06,99.95,100.65,99.42,99.62,37051182,0.00,0.00%,91.7582,3704447499.50,186771
2014-10-03,99.44,100.21,99.04,99.62,43469585,-0.258,-0.28%,91.7582,4335255705.27,211827
2014-10-02,99.27,100.22,98.04,99.90,47757828,0.663,0.73%,92.0161,4741190563.48,225044
2014-10-01,100.59,100.69,98.70,99.18,51491286,-1.446,-1.56%,91.3529,5125921425.91,251180
